school,region,pct_eds,spg_score,enrollment,spg_grade
Southeast Raleigh High,North Central,72.6,50.0,1362.0,D
Southeast Raleigh Elementary,North Central,72.9,45.0,357.0,D
Stough Elementary,North Central,31.4,69.0,511.0,C
Swift Creek Elementary,North Central,39.2,70.0,385.0,B
Sycamore Creek Elementary,North Central,18.0,78.0,782.0,B
Timber Drive Elementary,North Central,60.4,55.0,416.0,C
Turner Creek Elementary,North Central,19.7,76.0,668.0,B
Underwood Elementary,North Central,30.4,74.0,385.0,B
Vance Elementary,North Central,33.6,65.0,369.0,C
Vandora Springs Elementary,North Central,70.3,68.0,522.0,C
Vernon Malone College and Career Academy,North Central,48.6,82.0,340.0,B
Wake STEM Early College High School,North Central,31.0,96.0,259.0,A
Wake Early College of Health and Science,North Central,40.0,95.0,327.0,A
Wake Forest Elementary,North Central,56.7,61.0,317.0,C
Wake Young Men's Leadership Academy,North Central,31.3,92.0,268.0,A
Wake Young Women's Leadership Academy,North Central,31.3,91.0,344.0,A
Wake EC of Information & Biotechnologies,North Central,14.8,96.0,125.0,A
Wake Forest High School,North Central,25.9,75.0,2044.0,B
Wake Forest Middle School,North Central,51.3,48.0,963.0,D
Wakefield Elementary,North Central,51.4,62.0,486.0,C
Wakefield Middle,North Central,27.2,67.0,898.0,C
Wakefield High,North Central,34.4,75.0,1999.0,B
Washington Elementary,North Central,31.6,71.0,491.0,B
Wakelon Elementary,North Central,72.0,64.0,564.0,C
Weatherstone Elementary,North Central,34.2,78.0,697.0,B
Walnut Creek Elementary,North Central,58.1,43.0,490.0,D
Wendell Elementary,North Central,65.6,50.0,424.0,D
Wendell Middle,North Central,69.5,44.0,721.0,D
West Cary Middle,North Central,26.1,80.0,869.0,B
West Lake Elementary,North Central,27.6,71.0,617.0,B
West Lake Middle,North Central,40.3,66.0,883.0,C
West Millbrook Middle,North Central,39.1,66.0,1041.0,C
White Oak Elementary,North Central,5.0,92.0,775.0,A
Wilburn Elementary,North Central,81.3,44.0,602.0,D
Wildwood Forest Elementary,North Central,81.6,47.0,511.0,D
Wiley Elementary,North Central,42.4,62.0,368.0,C
Willow Springs Elementary,North Central,30.8,74.0,690.0,B
Willow Spring High,North Central,30.9,73.0,1465.0,B
Yates Mill Elementary,North Central,57.4,64.0,485.0,C
York Elementary,North Central,41.3,65.0,420.0,C
Zebulon Elementary,North Central,71.8,45.0,549.0,D
Zebulon Middle,North Central,67.9,48.0,706.0,D
The Exploris School,North Central,27.6,70.0,441.0,B
Magellan Charter,North Central,5.0,89.0,404.0,A
Sterling Montessori Academy,North Central,5.0,72.0,608.0,B
Franklin Academy,North Central,8.1,85.0,1634.0,A
East Wake Academy,North Central,7.4,72.0,1187.0,B
Raleigh Charter High School,North Central,5.0,94.0,557.0,A
PreEminent Charter,North Central,79.0,47.0,705.0,D
Quest Academy,North Central,5.0,91.0,139.0,A
Southern Wake Academy,North Central,5.0,57.0,734.0,C
Casa Esperanza Montessori Charter School,North Central,5.0,57.0,552.0,C
Endeavor Charter School,North Central,5.0,84.0,749.0,B
Triangle Math and Science Academy,North Central,5.5,93.0,905.0,A
Longleaf School of the Arts,North Central,7.0,77.0,361.0,B
Wake Forest Charter Academy,North Central,40.9,63.0,664.0,C
Cardinal Charter Academy,North Central,38.9,72.0,703.0,B
Envision Science Academy,North Central,7.3,87.0,732.0,A
Mariam Boyd Elementary,North Central,73.8,31.0,307.0,F
Northside Elementary,North Central,74.8,37.0,295.0,F
Vaughan Elementary,North Central,73.6,55.0,154.0,C
Warren County High,North Central,74.1,54.0,364.0,D
Warren County Middle,North Central,69.4,35.0,391.0,F
Warren Early College High,North Central,42.1,74.0,114.0,B
Haliwa-Saponi Tribal School,North Central,65.0,36.0,155.0,F
RISE Southeast Raleigh Charter School,North Central,47.1,58.0,385.0,C
Peak Charter Academy,North Central,7.7,80.0,742.0,B
Pine Springs Preparatory Academy,North Central,5.0,80.0,1085.0,B
Rolesville Charter Academy,North Central,22.5,56.0,582.0,C
Carolina Charter Academy,North Central,29.5,64.0,728.0,C
Raleigh Oak Charter,North Central,21.9,45.0,286.0,D
Cardinal Charter Acad at Wendell Falls,North Central,50.0,56.0,720.0,C
Doral Academy of North Carolina,North Central,32.0,75.0,197.0,B
The Math and Science Academy of Apex,North Central,7.0,92.0,605.0,A
Washington County Elementary School,Northeast,84.3,44.0,376.0,D
Washington County High,Northeast,79.7,42.0,254.0,D
Washington Early College High,Northeast,51.3,91.0,77.0,A
Pocosin Innovative Charter,Northeast,24.4,62.0,136.0,C
Bethel Elementary,Northwest,49.6,64.0,123.0,C
Blowing Rock Elementary,Northwest,19.8,79.0,411.0,B
Cove Creek Elementary,Northwest,50.0,67.0,280.0,C
Green Valley Elementary,Northwest,63.6,61.0,285.0,C
Hardin Park Elementary,Northwest,39.6,70.0,839.0,B
Mabel Elementary,Northwest,66.9,61.0,142.0,C
Parkway Elementary,Northwest,35.1,75.0,638.0,B
Valle Crucis Elementary,Northwest,45.0,68.0,327.0,C
Watauga Virtual Academy,Northwest,37.5,64.0,42.0,C
Watauga High,Northwest,32.7,79.0,1236.0,B
Watauga Innovation Academy,Northwest,44.5,67.0,261.0,C
Two Rivers Community School,Northwest,9.9,65.0,176.0,C
Brogden Middle,Southeast,70.4,43.0,600.0,D
Brogden Primary,Southeast,71.0,49.0,752.0,D
Carver Elementary,Southeast,68.3,64.0,530.0,C
Carver Heights Elementary,Southeast,86.6,36.0,436.0,F
Charles B Aycock High,Southeast,37.9,72.0,1050.0,B
Dillard Middle,Southeast,83.0,37.0,334.0,F
Eastern Wayne Elementary,Southeast,68.4,46.0,509.0,D
Eastern Wayne High,Southeast,58.7,66.0,797.0,C
Eastern Wayne Middle,Southeast,63.4,58.0,457.0,C
Fremont STARS Elementary,Southeast,50.2,57.0,225.0,C
Goldsboro High,Southeast,82.8,51.0,432.0,D
Grantham Elementary,Southeast,60.4,72.0,437.0,B
Grantham Middle,Southeast,60.2,50.0,327.0,D
Greenwood Middle,Southeast,54.9,57.0,410.0,C
Meadow Lane Elementary,Southeast,46.4,63.0,657.0,C
Mount Olive Middle,Southeast,64.8,51.0,373.0,D
Norwayne Middle,Southeast,47.4,63.0,888.0,C
Rosewood Elementary,Southeast,53.4,63.0,622.0,C
Rosewood High,Southeast,43.9,70.0,448.0,B
Rosewood Middle,Southeast,51.5,60.0,322.0,C
Southern Wayne High,Southeast,56.5,57.0,1012.0,C
Spring Creek Elementary,Southeast,58.2,66.0,805.0,C
Spring Creek High,Southeast,57.7,72.0,707.0,B
Spring Creek Middle,Southeast,61.9,63.0,617.0,C
Tommy's Road Elementary,Southeast,60.4,50.0,550.0,D
North Drive Elementary,Southeast,87.3,36.0,509.0,F
Northeast Elementary,Southeast,52.7,59.0,695.0,C
Northwest Elementary,Southeast,46.1,69.0,719.0,C
Wayne Early / Middle College High,Southeast,52.7,86.0,224.0,A
Wayne School of Technical Arts,Southeast,30.3,85.0,124.0,A
Wayne School of Engineering,Southeast,25.2,90.0,426.0,A
Dillard Academy,Southeast,78.2,38.0,280.0,F
Wayne Preparatory Academy,Southeast,22.9,53.0,863.0,D
Boomer-Ferguson Elementary School,Northwest,74.4,53.0,110.0,D
C B Eller Elementary School,Northwest,47.8,60.0,260.0,C
C C Wright Elementary School,Northwest,64.7,47.0,299.0,D
Central Wilkes Middle School,Northwest,50.4,58.0,570.0,C
East Wilkes High School,Northwest,49.7,67.0,479.0,C
East Wilkes Middle School,Northwest,46.6,63.0,371.0,C
Millers Creek Elementary School,Northwest,51.4,65.0,670.0,C
Moravian Falls Elementary School,Northwest,53.6,76.0,236.0,B
Mount Pleasant Elementary School,Northwest,47.4,48.0,214.0,D
Mountain View Elementary School,Northwest,59.3,48.0,436.0,D
Mulberry Elementary School,Northwest,59.0,70.0,388.0,B
North Wilkes High School,Northwest,56.8,74.0,596.0,B
North Wilkes Middle School,Northwest,51.1,57.0,409.0,C
North Wilkesboro Elementary School,Northwest,68.0,50.0,271.0,D
Roaring River Elementary School,Northwest,54.8,64.0,160.0,C
Ronda-Clingman Elementary School,Northwest,42.8,55.0,281.0,C
Traphill Elementary School,Northwest,61.5,57.0,78.0,C
West Wilkes High School,Northwest,46.3,72.0,599.0,B
West Wilkes Middle School,Northwest,45.4,52.0,464.0,D
Wilkes Central High School,Northwest,56.9,68.0,728.0,C
Wilkesboro Elementary School,Northwest,44.7,66.0,335.0,C
Wilkes Early College High School,Northwest,32.3,89.0,253.0,A
B O Barnes Elementary,North Central,91.3,55.0,296.0,C
Charles H Darden Middle,North Central,84.1,44.0,432.0,D
Beddingfield High,North Central,75.0,60.0,662.0,C
Frederick Douglass Elementary,North Central,70.6,69.0,350.0,C
Elm City Middle,North Central,57.2,70.0,368.0,B
Fike High,North Central,59.6,60.0,1014.0,C
Forest Hills Middle,North Central,75.4,60.0,659.0,C
Gardners Elementary,North Central,71.7,75.0,221.0,B
James Hunt High,North Central,59.7,61.0,1063.0,C
John W Jones Elementary,North Central,75.2,58.0,521.0,C
Lee Woodard Elementary,North Central,67.7,66.0,161.0,C
Lucama Elementary,North Central,70.4,85.0,368.0,A
Margaret Hearne Elementary,North Central,91.3,53.0,391.0,D
Vick Elementary,North Central,91.0,45.0,331.0,D
New Hope Elementary,North Central,49.2,85.0,434.0,A
Rock Ridge Elementary,North Central,50.3,82.0,470.0,B
Speight Middle,North Central,67.8,60.0,299.0,C
Springfield Middle,North Central,56.8,68.0,441.0,C
Stantonsburg Elementary,North Central,72.9,62.0,194.0,C
Vinson-Bynum Elementary,North Central,78.5,65.0,476.0,C
Wells Elementary,North Central,74.4,62.0,311.0,C
Wilson Academy of Applied Technology,North Central,58.8,92.0,194.0,A
Wilson Early College Academy,North Central,42.7,94.0,239.0,A
Wilson Academy of Virtual Education,North Central,49.1,63.0,51.0,C
Sallie B Howard School,North Central,61.1,87.0,1031.0,A
Wilson Preparatory Academy,North Central,56.9,66.0,869.0,C
Boonville Elementary,Piedmont Triad,65.0,49.0,327.0,D
Courtney Elementary,Piedmont Triad,63.7,60.0,201.0,C
East Bend Elementary,Piedmont Triad,74.8,63.0,191.0,C
Fall Creek Elementary,Piedmont Triad,54.2,69.0,220.0,C
Forbush Elementary,Piedmont Triad,27.1,68.0,178.0,C
Forbush Middle,Piedmont Triad,59.0,60.0,624.0,C
Forbush High,Piedmont Triad,45.8,62.0,768.0,C
Jonesville Elementary,Piedmont Triad,83.1,56.0,253.0,C
Starmount Middle,Piedmont Triad,64.8,48.0,528.0,D
Starmount High,Piedmont Triad,56.5,56.0,544.0,C
West Yadkin Elementary,Piedmont Triad,71.8,54.0,394.0,D
Yadkin Early College,Piedmont Triad,40.7,89.0,205.0,A
Yadkinville Elementary,Piedmont Triad,76.2,54.0,466.0,D
Blue Ridge Elementary,Northwest,58.1,57.0,354.0,C
Burnsville Elementary,Northwest,69.3,51.0,267.0,D
Cane River Middle,Northwest,53.4,59.0,192.0,C
East Yancey Middle,Northwest,60.1,58.0,250.0,C
Mountain Heritage High,Northwest,48.0,64.0,609.0,C
South Toe Elementary,Northwest,65.7,57.0,106.0,C
