school,region,locale,spg_score,pct_eds
South Stanly Middle,Southwest,Rural,57.0,56.7
Stanfield Elementary,Southwest,Rural,64.0,42.7
Stanly Early College High,Southwest,Rural,91.0,31.5
Stanly STEM Early College,Southwest,Rural,91.0,39.7
Stanly County Virtual Education,Southwest,Rural,27.0,61.3
West Stanly High,Southwest,Rural,75.0,34.8
Gray Stone Day,Southwest,Rural,77.0,5.0
Chestnut Grove Middle School,Piedmont Triad,Rural,65.0,52.0
Germanton Elementary School,Piedmont Triad,Rural,53.0,55.6
Mount Olive Elementary School,Piedmont Triad,Rural,74.0,51.4
King Elementary School,Piedmont Triad,Rural,44.0,68.9
Nancy Reynolds Elementary School,Piedmont Triad,Rural,58.0,72.0
North Stokes High School,Piedmont Triad,Rural,64.0,53.0
Piney Grove Middle School,Piedmont Triad,Rural,67.0,59.5
Pinnacle Elementary School,Piedmont Triad,Rural,68.0,66.3
Poplar Springs Elementary School,Piedmont Triad,Rural,67.0,58.4
Sandy Ridge Elementary School,Piedmont Triad,Rural,56.0,73.6
Southeastern Stokes Middle School,Piedmont Triad,Rural,40.0,63.1
South Stokes High School,Piedmont Triad,Rural,57.0,52.0
London Elementary School,Piedmont Triad,Rural,45.0,74.0
Walnut Cove Elementary School,Piedmont Triad,Rural,62.0,73.8
West Stokes High School,Piedmont Triad,Rural,73.0,47.1
Stokes Early College High School,Piedmont Triad,Rural,84.0,37.4
Cedar Ridge Elementary,Piedmont Triad,Rural,60.0,71.9
Central Middle,Piedmont Triad,Rural,55.0,71.0
Copeland Elementary,Piedmont Triad,Rural,65.0,76.1
Dobson Elementary,Piedmont Triad,Rural,66.0,61.6
East Surry High,Piedmont Triad,Rural,73.0,44.3
Flat Rock Elementary,Piedmont Triad,Rural,50.0,70.7
Franklin Elementary,Piedmont Triad,Rural,60.0,73.9
J Sam Gentry Middle,Piedmont Triad,Rural,56.0,61.8
Meadowview Magnet Middle,Piedmont Triad,Rural,53.0,74.9
Mountain Park Elementary,Piedmont Triad,Rural,71.0,67.2
North Surry High,Piedmont Triad,Rural,62.0,61.9
Pilot Mountain Elementary,Piedmont Triad,Rural,72.0,58.0
Pilot Mountain Middle,Piedmont Triad,Rural,80.0,56.2
Rockford Elementary,Piedmont Triad,Rural,69.0,74.2
Shoals Elementary,Piedmont Triad,Rural,82.0,50.2
Surry Central High,Piedmont Triad,Rural,63.0,64.5
Surry Online Magnet School,Piedmont Triad,Rural,65.0,49.4
Surry Early College,Piedmont Triad,Rural,88.0,58.4
Westfield Elementary,Piedmont Triad,Rural,56.0,73.1
White Plains Elementary,Piedmont Triad,Rural,61.0,60.3
Elkin Elementary,Piedmont Triad,Town,65.0,50.7
Elkin High,Piedmont Triad,Town,81.0,41.2
Elkin Middle,Piedmont Triad,Town,60.0,49.7
Bruce H. Tharrington Primary,Piedmont Triad,Town,56.0,55.7
Jones Intermediate,Piedmont Triad,Town,56.0,53.0
Mount Airy High,Piedmont Triad,Town,66.0,52.5
Mount Airy Middle,Piedmont Triad,Town,59.0,57.7
Millennium Charter Academy,Piedmont Triad,Rural,55.0,33.4
Swain County High School,Western,Rural,63.0,52.9
Swain County Middle School,Western,Rural,48.0,65.1
Swain County East Elementary,Western,Rural,45.0,71.8
Swain County West Elementary,Western,Rural,55.0,61.5
Mountain Discovery,Western,Rural,60.0,19.2
Brevard Elementary,Western,Town,53.0,60.6
Brevard High,Western,Town,74.0,46.8
Brevard Middle,Western,Town,54.0,57.2
Pisgah Forest Elementary,Western,Town,63.0,66.9
Rosman Elementary,Western,Town,67.0,72.0
Rosman High,Western,Town,66.0,57.6
Rosman Middle,Western,Town,62.0,67.1
T C Henderson,Western,Town,60.0,69.7
Brevard Academy,Western,Rural,68.0,20.9
Columbia High,Northeast,Rural,56.0,52.9
Columbia Middle,Northeast,Rural,49.0,61.7
Tyrrell Elementary,Northeast,Rural,46.0,59.5
Antioch Elementary,Southwest,Rural,89.0,9.2
Rea View Elementary,Southwest,Rural,87.0,6.6
Benton Heights Elementary,Southwest,Rural,55.0,90.5
New Town Elementary,Southwest,Rural,86.0,8.5
East Elementary,Southwest,Rural,50.0,66.0
Rocky River Elementary,Southwest,Rural,71.0,75.0
East Union Middle,Southwest,Rural,46.0,82.0
Cuthbertson Middle,Southwest,Rural,84.0,10.4
Cuthbertson High,Southwest,Rural,89.0,8.5
Fairview Elementary,Southwest,Rural,77.0,35.3
Monroe Middle,Southwest,Rural,41.0,87.6
Forest Hills High,Southwest,Rural,56.0,70.8
Hemby Bridge Elementary,Southwest,Rural,74.0,33.7
Indian Trail Elementary,Southwest,Rural,69.0,49.6
Kensington Elementary,Southwest,Rural,84.0,9.6
Marshville Elementary,Southwest,Rural,65.0,81.5
Marvin Elementary,Southwest,Rural,90.0,5.0
Monroe High,Southwest,Rural,51.0,79.2
New Salem Elementary,Southwest,Rural,73.0,34.3
Porter Ridge Elementary,Southwest,Rural,65.0,49.9
Porter Ridge High School,Southwest,Rural,75.0,34.8
Porter Ridge Middle School,Southwest,Rural,66.0,40.4
Parkwood High,Southwest,Rural,75.0,43.3
Parkwood Middle,Southwest,Rural,61.0,43.0
Poplin Elementary,Southwest,Rural,78.0,35.6
Piedmont High,Southwest,Rural,75.0,31.9
Piedmont Middle,Southwest,Rural,67.0,41.7
Rock Rest Elementary,Southwest,Rural,72.0,90.3
Prospect Elementary,Southwest,Rural,62.0,49.9
Sandy Ridge Elementary,Southwest,Rural,90.0,6.9
Sardis Elementary,Southwest,Rural,70.0,69.9
Shiloh Valley Elementary,Southwest,Rural,65.0,48.5
Stallings Elementary,Southwest,Rural,82.0,29.4
Sun Valley High,Southwest,Rural,67.0,41.2
Sun Valley Middle,Southwest,Rural,77.0,47.1
Shiloh Valley Primary School,Southwest,Rural,65.0,45.0
Union Elementary,Southwest,Rural,71.0,72.9
Central Academy of Technology and Arts,Southwest,Rural,90.0,16.4
Union County Early College,Southwest,Rural,94.0,37.3
Unionville Elementary,Southwest,Rural,78.0,34.6
Walter Bickett Elementary,Southwest,Rural,40.0,66.5
Waxhaw Elementary,Southwest,Rural,71.0,42.3
Weddington Elementary,Southwest,Rural,89.0,5.1
Weddington High,Southwest,Rural,89.0,6.8
Weddington Middle,Southwest,Rural,91.0,6.9
Wesley Chapel Elementary,Southwest,Rural,93.0,15.4
Western Union Elementary,Southwest,Rural,60.0,40.0
Wingate Elementary,Southwest,Rural,68.0,86.3
Marvin Ridge Middle,Southwest,Rural,91.0,5.0
Marvin Ridge High,Southwest,Rural,94.0,5.0
Union Academy,Southwest,Rural,69.0,15.3
Union Day School,Southwest,Rural,66.0,5.0
Union Prep Academy at Indian Trail,Southwest,Rural,69.0,41.9
Monroe Charter Academy,Southwest,Rural,26.0,51.8
Aycock Elementary,North Central,Rural,54.0,72.2
Carver Elementary,North Central,Rural,47.0,80.1
Clarke Elementary,North Central,Rural,37.0,82.1
Dabney Elementary,North Central,Rural,36.0,76.6
Vance County Middle School,North Central,Rural,40.0,79.2
New Hope Elementary,North Central,Rural,50.0,76.8
E O Young Jr Elementary,North Central,Rural,51.0,83.2
Pinkston Street Elementary,North Central,Rural,47.0,76.1
E M Rollins Elementary,North Central,Rural,56.0,79.6
Vance Virtual Village Academy,North Central,Rural,47.0,14.1
Vance County High School,North Central,Rural,44.0,72.3
L B Yancey Elementary,North Central,Rural,50.0,76.4
Zeb Vance Elementary,North Central,Rural,38.0,75.1
Vance Co Early College,North Central,Rural,88.0,47.5
STEM Early High,North Central,Rural,69.0,61.0
Vance Charter School,North Central,Town,71.0,13.7
Henderson Collegiate,North Central,Rural,82.0,48.3
River Bend Elementary,North Central,City,53.0,69.1
Abbotts Creek Elementary,North Central,City,76.0,32.8
Adams Elementary,North Central,City,64.0,49.6
Herbert Akins Rd Elementary,North Central,City,70.0,29.1
Alston Ridge Elementary,North Central,City,76.0,12.6
Apex Elementary,North Central,City,70.0,29.0
Alston Ridge Middle,North Central,City,84.0,19.4
Apex Middle,North Central,City,77.0,22.9
Apex Friendship Elementary,North Central,City,89.0,5.8
Apex Friendship Middle,North Central,City,90.0,11.9
Apex High,North Central,City,79.0,20.7
Apex Friendship High,North Central,City,85.0,10.0
Athens Drive High,North Central,City,71.0,44.3
Aversboro Elementary,North Central,City,42.0,73.6
Banks Road Elementary,North Central,City,61.0,41.7
Baileywick Road Elementary,North Central,City,54.0,60.3
Ballentine Elementary,North Central,City,78.0,30.9
Baucom Elementary,North Central,City,79.0,25.9
Barwell Road Elementary,North Central,City,58.0,82.3
Barton Pond Elementary,North Central,City,87.0,13.4
Beaverdam Elementary,North Central,City,58.0,75.6
Brassfield Elementary,North Central,City,58.0,39.0
Brentwood Elementary,North Central,City,54.0,70.8
Briarcliff Elementary,North Central,City,64.0,33.9
Brier Creek Elementary,North Central,City,59.0,50.8
Brooks Elementary,North Central,City,63.0,48.7
Needham Broughton High,North Central,City,80.0,29.7
Bryan Road Elementary,North Central,City,76.0,41.5
Buckhorn Creek Elementary,North Central,City,78.0,23.6
Bugg Elementary,North Central,City,43.0,64.5
Carnage Middle,North Central,City,75.0,31.6
Carpenter Elementary,North Central,City,77.0,31.3
Carroll Middle,North Central,City,50.0,60.7
Carver Elementary,North Central,City,59.0,71.6
Cary Elementary,North Central,City,73.0,41.1
Cary High,North Central,City,76.0,39.2
Cedar Fork Elementary,North Central,City,81.0,16.9
Centennial Campus Middle,North Central,City,42.0,64.4
Combs Elementary,North Central,City,74.0,40.9
Conn Elementary,North Central,City,74.0,43.3
Creech Road Elementary,North Central,City,55.0,83.6
Crossroads FLEX,North Central,City,92.0,5.0
Oberlin Middle,North Central,City,69.0,32.4
Davis Drive Elementary,North Central,City,92.0,7.5
Davis Drive Middle,North Central,City,90.0,12.5
Dillard Drive Elementary,North Central,City,57.0,61.1
Dillard Drive Middle,North Central,City,54.0,51.0
Douglas Elementary,North Central,City,64.0,39.2
Durant Road Elementary,North Central,City,63.0,57.5
Durant Road Middle,North Central,City,51.0,65.4
Reedy Creek Middle,North Central,City,66.0,40.3
East Cary Middle,North Central,City,73.0,36.0
East Garner Elementary,North Central,City,50.0,83.5
East Garner Middle,North Central,City,52.0,72.8
East Millbrook Middle,North Central,City,46.0,74.2
Neuse River Middle,North Central,City,39.0,76.0
East Wake High,North Central,City,56.0,63.3
Enloe High,North Central,City,81.0,26.5
Forestville Road Elementary,North Central,City,53.0,76.5
Farmington Woods Elementary,North Central,City,78.0,35.7
Fox Road Elementary,North Central,City,51.0,70.1
Fuller Elementary,North Central,City,74.0,34.3
Forest Pines Drive Elementary,North Central,City,51.0,57.0
Fuquay-Varina Elementary,North Central,City,66.0,36.7
Fuquay-Varina Middle,North Central,City,66.0,29.2
Fuquay-Varina High,North Central,City,74.0,26.0
Herbert Akins Road Middle,North Central,City,69.0,29.6
Garner High,North Central,City,62.0,49.4
Green Level High,North Central,City,94.0,6.1
Green Hope Elementary,North Central,City,86.0,12.2
Green Elementary,North Central,City,64.0,66.9
Green Hope High,North Central,City,88.0,9.0
Hilburn Drive Academy,North Central,City,69.0,30.9
Highcroft Elementary,North Central,City,83.0,7.5
Heritage Middle,North Central,City,76.0,14.4
Heritage High,North Central,City,76.0,25.6
Hodge Road Elementary,North Central,City,52.0,68.9
Holly Springs Elementary,North Central,City,80.0,17.4
Hunter Elementary,North Central,City,75.0,26.9
Holly Ridge Elementary,North Central,City,79.0,15.5
Holly Ridge Middle,North Central,City,72.0,25.7
Harris Creek Elementary,North Central,City,56.0,46.8
Jeffreys Grove Elementary,North Central,City,83.0,24.3
Jones Dairy Elementary,North Central,City,82.0,12.4
Heritage Elementary,North Central,City,76.0,29.2
Holly Springs High,North Central,City,85.0,12.7
Joyner Elementary,North Central,City,64.0,29.8
Holly Grove Elementary,North Central,City,80.0,11.2
Holly Grove Middle,North Central,City,78.0,16.9
Hortons Creek Elementary,North Central,City,89.0,11.5
Kingswood Elementary,North Central,City,71.0,46.8
Knightdale Elementary,North Central,City,47.0,74.1
Knightdale High,North Central,City,57.0,63.7
Laurel Park Elementary,North Central,City,78.0,16.6
Lacy Elementary,North Central,City,79.0,23.9
Leesville Road Elementary,North Central,City,81.0,29.8
Lead Mine Elementary,North Central,City,63.0,51.3
Leesville Road Middle,North Central,City,79.0,36.1
Ligon Middle,North Central,City,64.0,29.7
Leesville Road High,North Central,City,78.0,21.9
Lake Myra Elementary,North Central,City,55.0,52.7
Lincoln Heights Elementary,North Central,City,67.0,35.7
Lockhart Elementary,North Central,City,56.0,71.3
Lufkin Road Middle,North Central,City,63.0,32.0
Lynn Road Elementary,North Central,City,58.0,54.9
Martin Middle,North Central,City,71.0,27.5
Middle Creek Elementary,North Central,City,70.0,33.3
Middle Creek High,North Central,City,78.0,27.0
Millbrook Elementary,North Central,City,55.0,80.0
Millbrook High,North Central,City,77.0,34.8
Mills Park Elementary,North Central,City,90.0,13.4
Mills Park Middle,North Central,City,94.0,6.3
Morrisville Elementary,North Central,City,85.0,11.3
Moore Square Middle,North Central,City,70.0,23.7
North Garner Middle,North Central,City,44.0,56.5
North Forest Pines Elementary,North Central,City,69.0,38.5
North Ridge Elementary,North Central,City,73.0,39.8
North Wake College and Career Academy,North Central,City,88.0,29.9
Northwoods Elementary,North Central,City,74.0,27.5
Oakview Elementary,North Central,City,84.0,15.6
Oak Grove Elementary,North Central,City,69.0,32.3
Olive Chapel Elementary,North Central,City,84.0,10.6
Olds Elementary,North Central,City,74.0,36.1
Partnership Elementary,North Central,City,73.0,36.0
Panther Creek High,North Central,City,88.0,15.2
Parkside Elementary,North Central,City,82.0,17.2
Pine Hollow Middle,North Central,City,71.0,24.8
Penny Road Elementary,North Central,City,63.0,34.7
Pleasant Union Elementary,North Central,City,78.0,18.8
Poe Elementary,North Central,City,63.0,58.3
Pleasant Grove Elementary,North Central,City,68.0,45.6
Powell Elementary,North Central,City,59.0,50.2
Rand Road Elementary,North Central,City,67.0,47.5
Reedy Creek Elementary,North Central,City,64.0,58.0
Richland Creek Elementary,North Central,City,73.0,38.6
Rolesville Elementary,North Central,City,70.0,35.7
Rolesville Middle,North Central,City,65.0,37.9
Rolesville High,North Central,City,61.0,48.6
Rogers Lane Elementary,North Central,City,49.0,85.8
Root Elementary,North Central,City,73.0,34.2
River Bend Middle,North Central,City,37.0,75.0
Salem Elementary,North Central,City,75.0,23.4
Salem Middle,North Central,City,81.0,19.7
Sanderson High,North Central,City,62.0,39.6
Sanford Creek Elementary,North Central,City,70.0,36.4
Scotts Ridge Elementary,North Central,City,84.0,8.2
South Lakes Elementary,North Central,City,68.0,22.5
Smith Elementary,North Central,City,44.0,69.0
South Garner High,North Central,City,69.0,65.4
Southeast Raleigh High,North Central,City,50.0,72.6
Southeast Raleigh Elementary,North Central,City,45.0,72.9
Stough Elementary,North Central,City,69.0,31.4
Swift Creek Elementary,North Central,City,70.0,39.2
Sycamore Creek Elementary,North Central,City,78.0,18.0
Timber Drive Elementary,North Central,City,55.0,60.4
Turner Creek Elementary,North Central,City,76.0,19.7
Underwood Elementary,North Central,City,74.0,30.4
Vance Elementary,North Central,City,65.0,33.6
Vandora Springs Elementary,North Central,City,68.0,70.3
Vernon Malone College and Career Academy,North Central,City,82.0,48.6
Wake STEM Early College High School,North Central,City,96.0,31.0
Wake Early College of Health and Science,North Central,City,95.0,40.0
Wake Forest Elementary,North Central,City,61.0,56.7
Wake Young Men's Leadership Academy,North Central,City,92.0,31.3
Wake Young Women's Leadership Academy,North Central,City,91.0,31.3
Wake EC of Information & Biotechnologies,North Central,City,96.0,14.8
Wake Forest High School,North Central,City,75.0,25.9
Wake Forest Middle School,North Central,City,48.0,51.3
Wakefield Elementary,North Central,City,62.0,51.4
Wakefield Middle,North Central,City,67.0,27.2
Wakefield High,North Central,City,75.0,34.4
Washington Elementary,North Central,City,71.0,31.6
Wakelon Elementary,North Central,City,64.0,72.0
Weatherstone Elementary,North Central,City,78.0,34.2
Walnut Creek Elementary,North Central,City,43.0,58.1
Wendell Elementary,North Central,City,50.0,65.6
Wendell Middle,North Central,City,44.0,69.5
West Cary Middle,North Central,City,80.0,26.1
West Lake Elementary,North Central,City,71.0,27.6
West Lake Middle,North Central,City,66.0,40.3
West Millbrook Middle,North Central,City,66.0,39.1
White Oak Elementary,North Central,City,92.0,5.0
Wilburn Elementary,North Central,City,44.0,81.3
Wildwood Forest Elementary,North Central,City,47.0,81.6
Wiley Elementary,North Central,City,62.0,42.4
Willow Springs Elementary,North Central,City,74.0,30.8
Willow Spring High,North Central,City,73.0,30.9
Yates Mill Elementary,North Central,City,64.0,57.4
York Elementary,North Central,City,65.0,41.3
Zebulon Elementary,North Central,City,45.0,71.8
Zebulon Middle,North Central,City,48.0,67.9
The Exploris School,North Central,City,70.0,27.6
Magellan Charter,North Central,City,89.0,5.0
Sterling Montessori Academy,North Central,Suburb,72.0,5.0
Franklin Academy,North Central,Suburb,85.0,8.1
East Wake Academy,North Central,Town,72.0,7.4
Raleigh Charter High School,North Central,City,94.0,5.0
PreEminent Charter,North Central,Suburb,47.0,79.0
Quest Academy,North Central,City,91.0,5.0
Southern Wake Academy,North Central,Suburb,57.0,5.0
Casa Esperanza Montessori Charter School,North Central,City,57.0,5.0
Endeavor Charter School,North Central,City,84.0,5.0
Triangle Math and Science Academy,North Central,City,93.0,5.5
Longleaf School of the Arts,North Central,City,77.0,7.0
Wake Forest Charter Academy,North Central,City,63.0,40.9
Cardinal Charter Academy,North Central,City,72.0,38.9
Envision Science Academy,North Central,City,87.0,7.3
Mariam Boyd Elementary,North Central,Rural,31.0,73.8
Northside Elementary,North Central,Rural,37.0,74.8
Vaughan Elementary,North Central,Rural,55.0,73.6
Warren County High,North Central,Rural,54.0,74.1
Warren County Middle,North Central,Rural,35.0,69.4
Warren Early College High,North Central,Rural,74.0,42.1
Haliwa-Saponi Tribal School,North Central,Rural,36.0,65.0
RISE Southeast Raleigh Charter School,North Central,City,58.0,47.1
Peak Charter Academy,North Central,City,80.0,7.7
Pine Springs Preparatory Academy,North Central,City,80.0,5.0
Rolesville Charter Academy,North Central,City,56.0,22.5
Carolina Charter Academy,North Central,City,64.0,29.5
Raleigh Oak Charter,North Central,City,45.0,21.9
Cardinal Charter Acad at Wendell Falls,North Central,City,56.0,50.0
Doral Academy of North Carolina,North Central,City,75.0,32.0
The Math and Science Academy of Apex,North Central,City,92.0,7.0
Washington County Elementary School,Northeast,Rural,44.0,84.3
Washington County High,Northeast,Rural,42.0,79.7
Washington Early College High,Northeast,Rural,91.0,51.3
Pocosin Innovative Charter,Northeast,Rural,62.0,24.4
Bethel Elementary,Northwest,Rural,64.0,49.6
Blowing Rock Elementary,Northwest,Rural,79.0,19.8
Cove Creek Elementary,Northwest,Rural,67.0,50.0
Green Valley Elementary,Northwest,Rural,61.0,63.6
Hardin Park Elementary,Northwest,Rural,70.0,39.6
Mabel Elementary,Northwest,Rural,61.0,66.9
Parkway Elementary,Northwest,Rural,75.0,35.1
Valle Crucis Elementary,Northwest,Rural,68.0,45.0
Watauga Virtual Academy,Northwest,Rural,64.0,37.5
Watauga High,Northwest,Rural,79.0,32.7
Watauga Innovation Academy,Northwest,Rural,67.0,44.5
Two Rivers Community School,Northwest,Rural,65.0,9.9
Brogden Middle,Southeast,Rural,43.0,70.4
Brogden Primary,Southeast,Rural,49.0,71.0
Carver Elementary,Southeast,Rural,64.0,68.3
Carver Heights Elementary,Southeast,Rural,36.0,86.6
Charles B Aycock High,Southeast,Rural,72.0,37.9
Dillard Middle,Southeast,Rural,37.0,83.0
Eastern Wayne Elementary,Southeast,Rural,46.0,68.4
Eastern Wayne High,Southeast,Rural,66.0,58.7
Eastern Wayne Middle,Southeast,Rural,58.0,63.4
Fremont STARS Elementary,Southeast,Rural,57.0,50.2
Goldsboro High,Southeast,Rural,51.0,82.8
Grantham Elementary,Southeast,Rural,72.0,60.4
Grantham Middle,Southeast,Rural,50.0,60.2
Greenwood Middle,Southeast,Rural,57.0,54.9
Meadow Lane Elementary,Southeast,Rural,63.0,46.4
Mount Olive Middle,Southeast,Rural,51.0,64.8
Norwayne Middle,Southeast,Rural,63.0,47.4
Rosewood Elementary,Southeast,Rural,63.0,53.4
Rosewood High,Southeast,Rural,70.0,43.9
Rosewood Middle,Southeast,Rural,60.0,51.5
Southern Wayne High,Southeast,Rural,57.0,56.5
Spring Creek Elementary,Southeast,Rural,66.0,58.2
Spring Creek High,Southeast,Rural,72.0,57.7
Spring Creek Middle,Southeast,Rural,63.0,61.9
Tommy's Road Elementary,Southeast,Rural,50.0,60.4
North Drive Elementary,Southeast,Rural,36.0,87.3
Northeast Elementary,Southeast,Rural,59.0,52.7
Northwest Elementary,Southeast,Rural,69.0,46.1
Wayne Early / Middle College High,Southeast,Rural,86.0,52.7
Wayne School of Technical Arts,Southeast,Rural,85.0,30.3
Wayne School of Engineering,Southeast,Rural,90.0,25.2
Dillard Academy,Southeast,City,38.0,78.2
Wayne Preparatory Academy,Southeast,Rural,53.0,22.9
Boomer-Ferguson Elementary School,Northwest,Rural,53.0,74.4
C B Eller Elementary School,Northwest,Rural,60.0,47.8
C C Wright Elementary School,Northwest,Rural,47.0,64.7
Central Wilkes Middle School,Northwest,Rural,58.0,50.4
East Wilkes High School,Northwest,Rural,67.0,49.7
East Wilkes Middle School,Northwest,Rural,63.0,46.6
Millers Creek Elementary School,Northwest,Rural,65.0,51.4
Moravian Falls Elementary School,Northwest,Rural,76.0,53.6
Mount Pleasant Elementary School,Northwest,Rural,48.0,47.4
Mountain View Elementary School,Northwest,Rural,48.0,59.3
Mulberry Elementary School,Northwest,Rural,70.0,59.0
North Wilkes High School,Northwest,Rural,74.0,56.8
North Wilkes Middle School,Northwest,Rural,57.0,51.1
North Wilkesboro Elementary School,Northwest,Rural,50.0,68.0
Roaring River Elementary School,Northwest,Rural,64.0,54.8
Ronda-Clingman Elementary School,Northwest,Rural,55.0,42.8
Traphill Elementary School,Northwest,Rural,57.0,61.5
West Wilkes High School,Northwest,Rural,72.0,46.3
West Wilkes Middle School,Northwest,Rural,52.0,45.4
Wilkes Central High School,Northwest,Rural,68.0,56.9
Wilkesboro Elementary School,Northwest,Rural,66.0,44.7
Wilkes Early College High School,Northwest,Rural,89.0,32.3
B O Barnes Elementary,North Central,Rural,55.0,91.3
Charles H Darden Middle,North Central,Rural,44.0,84.1
Beddingfield High,North Central,Rural,60.0,75.0
Frederick Douglass Elementary,North Central,Rural,69.0,70.6
Elm City Middle,North Central,Rural,70.0,57.2
Fike High,North Central,Rural,60.0,59.6
Forest Hills Middle,North Central,Rural,60.0,75.4
Gardners Elementary,North Central,Rural,75.0,71.7
James Hunt High,North Central,Rural,61.0,59.7
John W Jones Elementary,North Central,Rural,58.0,75.2
Lee Woodard Elementary,North Central,Rural,66.0,67.7
Lucama Elementary,North Central,Rural,85.0,70.4
Margaret Hearne Elementary,North Central,Rural,53.0,91.3
Vick Elementary,North Central,Rural,45.0,91.0
New Hope Elementary,North Central,Rural,85.0,49.2
Rock Ridge Elementary,North Central,Rural,82.0,50.3
Speight Middle,North Central,Rural,60.0,67.8
Springfield Middle,North Central,Rural,68.0,56.8
Stantonsburg Elementary,North Central,Rural,62.0,72.9
Vinson-Bynum Elementary,North Central,Rural,65.0,78.5
Wells Elementary,North Central,Rural,62.0,74.4
Wilson Academy of Applied Technology,North Central,Rural,92.0,58.8
Wilson Early College Academy,North Central,Rural,94.0,42.7
Wilson Academy of Virtual Education,North Central,Rural,63.0,49.1
Sallie B Howard School,North Central,Town,87.0,61.1
Wilson Preparatory Academy,North Central,Rural,66.0,56.9
Boonville Elementary,Piedmont Triad,Rural,49.0,65.0
Courtney Elementary,Piedmont Triad,Rural,60.0,63.7
East Bend Elementary,Piedmont Triad,Rural,63.0,74.8
Fall Creek Elementary,Piedmont Triad,Rural,69.0,54.2
Forbush Elementary,Piedmont Triad,Rural,68.0,27.1
Forbush Middle,Piedmont Triad,Rural,60.0,59.0
Forbush High,Piedmont Triad,Rural,62.0,45.8
Jonesville Elementary,Piedmont Triad,Rural,56.0,83.1
Starmount Middle,Piedmont Triad,Rural,48.0,64.8
Starmount High,Piedmont Triad,Rural,56.0,56.5
West Yadkin Elementary,Piedmont Triad,Rural,54.0,71.8
Yadkin Early College,Piedmont Triad,Rural,89.0,40.7
Yadkinville Elementary,Piedmont Triad,Rural,54.0,76.2
Blue Ridge Elementary,Northwest,Rural,57.0,58.1
Burnsville Elementary,Northwest,Rural,51.0,69.3
Cane River Middle,Northwest,Rural,59.0,53.4
East Yancey Middle,Northwest,Rural,58.0,60.1
Mountain Heritage High,Northwest,Rural,64.0,48.0
South Toe Elementary,Northwest,Rural,57.0,65.7
