school,region,g_lat,g_lon,spg_grade,spg_score
Deep Branch Elementary,Sandhills,34.631,-79.1456,F,39.0
Morehead City Middle,Southeast,34.7326,-76.7412,B,71.0
Hayesville Elementary,Western,35.0422,-83.81457,B,71.0
Walter G. Byers School,Southwest,35.244,-80.8414,D,45.0
West Stanly Middle School,Southwest,35.2756,-80.3836,C,69.0
Grantham Middle,Southeast,35.29344,-78.14915,F,34.0
R J Reynolds High,Piedmont Triad,36.1018,-80.2654,C,58.0
Pinewood Elementary,Southwest,35.1662,-80.864,F,38.0
River Park Elementary,North Central,36.0772,-79.0936,B,73.0
North Surry High,Piedmont Triad,36.5052,-80.6733,C,66.0
Creekside Elementary,North Central,35.92877,-78.99423,C,57.0
Holbrook Middle,Southwest,35.2663,-81.1056,D,52.0
Reidsville High,Piedmont Triad,36.33053,-79.67557,D,54.0
North Wilkes Middle School,Northwest,36.2615,-81.1506,C,65.0
Walker-Spivey Elementary,Sandhills,35.03908,-78.87268,D,49.0
Statesville Road Elementary,Southwest,35.29608,-80.84663,D,43.0
Dudley Shoals Elementary,Northwest,35.8562,-81.3925,D,51.0
Longview Elementary ,Northwest,35.72343,-81.35938,D,48.0
Wilkes Early College High School,Northwest,36.13596,-81.1844,A,92.0
Brentwood Elementary,Sandhills,35.0382,-78.9832,D,50.0
Clemmons Elementary,Piedmont Triad,36.0248,-80.3764,B,83.0
Rea View Elementary,Southwest,35.0164,-80.7748,A,87.0
Ponderosa Elementary,Sandhills,35.087,-78.9874,C,61.0
Chaloner Middle School,Northeast,36.4413,-77.6594,C,55.0
Thomasboro Academy,Southwest,35.2547,-80.8987,F,38.0
Elizabeth Elementary,Southwest,35.2802,-81.4939,D,45.0
New Century International Elementary,Sandhills,35.01176,-79.0441,C,65.0
Northampton Virtual Academy,Northeast,36.39581,-77.42578,,
Down East Middle and Smyrna Elementary,Southeast,34.7578,-76.5286,B,72.0
N L Dillard Middle,Piedmont Triad,36.4131,-79.3655,D,48.0
Crest Middle,Southwest,35.2772,-81.6187,C,55.0
Pisgah Elementary,Western,35.5038,-82.7316,C,65.0
Grover C Fields Middle,Southeast,35.1099,-77.0719,C,68.0
Lower Creek Elementary,Northwest,35.9225,-81.5117,B,71.0
West Lake Elementary,North Central,35.6617,-78.7613,C,68.0
Chadbourn Elementary,Sandhills,34.3253,-78.8206,D,52.0
Union Hill Elementary,Piedmont Triad,35.9599,-79.9502,D,53.0
Lake Norman High,Southwest,35.5976,-80.9023,B,77.0
Townsend Elementary,Sandhills,34.733,-79.352,F,36.0
Wayne School of Technical Arts,Southeast,35.35122,-77.96531,B,80.0
West Craven High,Southeast,35.2376,-77.1374,C,57.0
Ashbrook High,Southwest,35.2431,-81.1272,C,60.0
Rutherford Early College High School,Western,35.33471,-81.91369,A,90.0
Mull Elementary,Northwest,35.7048,-81.6596,B,71.0
Ed V Baldwin Elementary,Sandhills,34.9788,-78.9346,D,49.0
Cedar Creek Middle,North Central,36.04064,-78.45006,D,52.0
Sandy Ridge Elementary,Southwest,34.9677,-80.8022,A,88.0
Lakeshore Middle,Southwest,35.6077,-80.8874,C,55.0
West Iredell Middle,Southwest,35.7856,-80.9862,D,42.0
North Elementary,North Central,36.407,-78.9662,F,35.0
Havelock High,Southeast,34.8805,-76.8936,B,74.0
Ben L. Smith High School,Piedmont Triad,36.0347,-79.8474,D,54.0
Cedar Fork Elementary,North Central,35.8368,-78.8396,B,83.0
Riverside Middle,Northeast,35.81418,-77.06642,F,37.0
Marvin Elementary,Southwest,34.9997,-80.8089,A,86.0
Wingate Elementary,Southwest,34.9851,-80.4549,C,58.0
Vance Co Early College,North Central,36.3232,-78.487,A,93.0
Ferguson-Easley Elementary,Sandhills,35.0851,-78.8996,F,39.0
Porter Ridge High School,Southwest,35.0906,-80.5739,B,73.0
Mint Hill Middle,Southwest,35.15304,-80.69848,C,61.0
Speight Middle,North Central,35.6296,-77.8497,C,59.0
Yadkinville Elementary,Piedmont Triad,36.1365,-80.6612,C,55.0
Y E Smith Elementary,North Central,35.9856,-78.873,F,39.0
Southwest Elementary,Piedmont Triad,36.0449,-79.9819,B,82.0
Burnsville Elementary,Northwest,35.9172,-82.26,C,67.0
Charles H Tuttle Elementary,Northwest,35.5898,-81.1578,C,61.0
Bluford Elementary,Piedmont Triad,36.058,-79.7642,D,48.0
Southeast Guilford High,Piedmont Triad,35.9726,-79.6978,B,74.0
Warren Early College High,North Central,36.40378,-78.15577,A,94.0
Erwin High,Western,35.6195,-82.6264,C,59.0
James W Smith Elementary,Southeast,35.2501,-77.2895,C,61.0
Bessemer City Central Elem,Southwest,35.3008,-81.2752,F,36.0
Woodhill Elementary,Southwest,35.2785,-81.1804,F,38.0
Colfax Elementary,Piedmont Triad,36.1088,-80.0079,B,73.0
Gallberry Farm Elementary,Sandhills,34.9204,-78.915,C,64.0
South Creek Elementary,Northeast,35.85624,-77.24359,D,47.0
Union Elementary,Sandhills,34.82596,-78.2431,C,56.0
Piedmont Middle,Southwest,35.0922,-80.4923,C,57.0
GC Middle College High,Piedmont Triad,36.0711,-79.8003,A,89.0
Eastern Elementary,Northeast,35.5965,-77.3432,C,59.0
Mills Park Elementary,North Central,35.8109,-78.8966,A,85.0
William R Davie Middle S.T.E.M. Academy,Northeast,36.445,-77.745,F,26.0
SandHoke Early College High,Sandhills,34.97706,-79.20551,A,88.0
Jay M. Robinson Middle,Southwest,35.0631,-80.7835,A,89.0
Bradley Creek Elementary,Southeast,34.1979,-77.8452,C,66.0
East Burke High,Northwest,35.7216,-81.4821,C,66.0
Warren New Tech High,North Central,36.43171,-78.17332,C,62.0
Clyde Campbell Elementary,Northwest,35.7777,-81.2868,B,71.0
West Carteret High,Southeast,34.7373,-76.7859,B,71.0
Warsaw Elementary,Southeast,34.9962,-78.0773,D,40.0
Jefferson Elementary,Piedmont Triad,36.1259,-80.3478,B,74.0
Merancas Middle College-CPCC,Southwest,35.39341,-80.84084,A,96.0
Lyle Creek Elementary,Northwest,35.7487,-81.1997,D,54.0
Seaforth High,North Central,35.73361,-79.05972,B,70.0
Trenton Elementary,Southeast,35.03428,-77.33789,D,52.0
Pisgah Forest Elementary,Western,35.2563,-82.704,C,59.0
Olympic High School,Southwest,35.158,-80.95228,C,61.0
Balls Creek Elementary,Northwest,35.6298,-81.1279,C,69.0
Southern Guilford Middle,Piedmont Triad,35.94441,-79.85191,F,35.0
Ayden-Grifton High,Northeast,35.4303,-77.432,C,65.0
Wake STEM Early College High School,North Central,35.75505,-78.74068,A,95.0
Joseph W Grier Academy,Southwest,35.2674,-80.7254,D,50.0
Chinquapin Elementary,Southeast,34.82444,-77.81267,C,63.0
Julius L. Chambers High School,Southwest,35.3004,-80.7692,D,48.0
Gravelly Hill Middle,North Central,36.0717,-79.1991,D,48.0
Mill Creek Middle,Northwest,35.6504,-81.0889,C,60.0
Summit Virtual Academy,Southwest,35.686,-80.4791,D,44.0
Swift Creek Elementary,North Central,35.745,-78.7336,C,66.0
Smithfield-Selma High,North Central,35.52989,-78.32391,C,61.0
Southeastern Randolph Middle School,Piedmont Triad,35.7292,-79.6357,F,36.0
D F Walker Elementary,Northeast,36.16467,-76.6522,D,47.0
Pearsontown Elementary,North Central,35.9323,-78.9086,B,79.0
Neuse River Middle,North Central,35.8261,-78.5022,D,44.0
Alexander Graham Middle,Southwest,35.1667,-80.83272,D,49.0
North Canton Elementary,Western,35.5466,-82.8342,C,64.0
Hawk Ridge Elementary,Southwest,35.0435,-80.8253,A,85.0
Nags Head Elementary School,Northeast,35.9758,-75.6387,C,62.0
Berewick Elementary,Southwest,35.1739,-80.9788,D,42.0
Willow Springs Elementary,North Central,35.5937,-78.7286,B,80.0
CS Brown High - STEM Program,Northeast,36.38555,-76.93895,A,88.0
Pink Hill Elementary,Southeast,35.07851,-77.73704,C,65.0
East Lincoln Middle,Southwest,35.4757,-81.0938,C,63.0
Clear Creek Elementary,Southwest,35.2238,-80.6252,C,62.0
Elizabeth Traditional Elem,Southwest,35.2154,-80.8254,D,54.0
Mayland Early College,Northwest,35.9344,-82.01683,A,91.0
Oak Hill Elementary,Piedmont Triad,35.93579,-80.02585,D,41.0
Butner-Stem Middle,North Central,36.14136,-78.75397,D,41.0
Butler Avenue Elementary,Sandhills,34.98827,-78.31824,C,57.0
Madison High School,Western,35.8152,-82.6734,C,65.0
Aberdeen Elementary,Sandhills,35.13985,-79.4584,D,49.0
North Davidson High,Piedmont Triad,35.92422,-80.24611,B,71.0
